n,pi
9544,3.1262
9545,3.1262
9546,3.1263
9547,3.1260
9548,3.1261
9549,3.1262
9550,3.1263
9551,3.1264
9552,3.1260
9553,3.1257
9554,3.1258
9555,3.1259
9556,3.1260
9557,3.1261
9558,3.1262
9559,3.1258
9560,3.1259
9561,3.1260
9562,3.1261
9563,3.1258
9564,3.1259
9565,3.1256
9566,3.1257
9567,3.1253
9568,3.1250
9569,3.1247
9570,3.1248
9571,3.1249
9572,3.1249
9573,3.1250
9574,3.1251
9575,3.1248
9576,3.1249
9577,3.1250
9578,3.1251
9579,3.1252
9580,3.1253
9581,3.1254
9582,3.1254
9583,3.1255
9584,3.1256
9585,3.1253
9586,3.1254
9587,3.1255
9588,3.1256
9589,3.1257
9590,3.1258
9591,3.1254
9592,3.1255
9593,3.1256
9594,3.1257
9595,3.1258
9596,3.1255
9597,3.1256
9598,3.1252
9599,3.1253
9600,3.1250
9601,3.1247
9602,3.1248
9603,3.1249
9604,3.1249
9605,3.1250
9606,3.1251
9607,3.1252
9608,3.1253
9609,3.1254
9610,3.1251
9611,3.1252
9612,3.1253
9613,3.1254
9614,3.1254
9615,3.1251
9616,3.1248
9617,3.1245
9618,3.1246
9619,3.1246
9620,3.1247
9621,3.1244
9622,3.1245
9623,3.1246
9624,3.1243
9625,3.1239
9626,3.1240
9627,3.1241
9628,3.1242
9629,3.1243
9630,3.1244
9631,3.1245
9632,3.1246
9633,3.1247
9634,3.1248
9635,3.1249
9636,3.1249
9637,3.1250
9638,3.1247
9639,3.1248
9640,3.1249
9641,3.1246
9642,3.1247
9643,3.1243
9644,3.1244
9645,3.1245
9646,3.1246
9647,3.1247
9648,3.1248
9649,3.1249
9650,3.1250
9651,3.1251
9652,3.1252
9653,3.1252
9654,3.1253
9655,3.1254
9656,3.1255
9657,3.1256
9658,3.1257
9659,3.1254
9660,3.1255
9661,3.1256
9662,3.1256
9663,3.1257
9664,3.1258
9665,3.1259
9666,3.1260
9667,3.1261
9668,3.1262
9669,3.1263
9670,3.1264
9671,3.1265
9672,3.1266
9673,3.1262
9674,3.1263
9675,3.1264
9676,3.1265
9677,3.1266
9678,3.1267
9679,3.1268
9680,3.1269
9681,3.1269
9682,3.1266
9683,3.1267
9684,3.1268
9685,3.1269
9686,3.1266
9687,3.1263
9688,3.1259
9689,3.1260
9690,3.1261
9691,3.1262
9692,3.1263
9693,3.1260
9694,3.1261
9695,3.1261
9696,3.1262
9697,3.1263
9698,3.1264
9699,3.1265
9700,3.1262
9701,3.1263
9702,3.1264
9703,3.1265
9704,3.1261
9705,3.1262
9706,3.1263
9707,3.1264
9708,3.1265
9709,3.1266
9710,3.1267
9711,3.1264
9712,3.1260
9713,3.1257
9714,3.1258
9715,3.1259
9716,3.1256
9717,3.1257
9718,3.1257
9719,3.1254
9720,3.1251
9721,3.1252
9722,3.1253
9723,3.1254
9724,3.1251
9725,3.1251
9726,3.1252
9727,3.1253
9728,3.1254
9729,3.1251
9730,3.1252
9731,3.1249
9732,3.1249
9733,3.1250
9734,3.1251
9735,3.1248
9736,3.1249
9737,3.1246
9738,3.1247
9739,3.1248
9740,3.1244
9741,3.1245
9742,3.1246
9743,3.1247
9744,3.1244
9745,3.1245
9746,3.1246
9747,3.1247
9748,3.1247
9749,3.1248
9750,3.1249
9751,3.1250
9752,3.1251
9753,3.1252
9754,3.1253
9755,3.1254
9756,3.1255
9757,3.1256
9758,3.1256
9759,3.1257
9760,3.1258
9761,3.1259
9762,3.1260
9763,3.1261
9764,3.1258
9765,3.1259
9766,3.1259
9767,3.1256
9768,3.1257
9769,3.1254
9770,3.1255
9771,3.1256
9772,3.1253
9773,3.1249
9774,3.1250
9775,3.1251
9776,3.1252
9777,3.1253
9778,3.1250
9779,3.1251
9780,3.1252
9781,3.1252
9782,3.1249
9783,3.1246
9784,3.1247
9785,3.1248
9786,3.1245
9787,3.1246
9788,3.1242
9789,3.1243
9790,3.1244
9791,3.1245
9792,3.1246
9793,3.1247
9794,3.1248
9795,3.1249
9796,3.1249
9797,3.1250
9798,3.1251
9799,3.1248
9800,3.1249
9801,3.1246
9802,3.1247
9803,3.1248
9804,3.1248
9805,3.1249
9806,3.1250
9807,3.1251
9808,3.1252
9809,3.1253
9810,3.1254
9811,3.1251
9812,3.1252
9813,3.1252
9814,3.1253
9815,3.1254
9816,3.1255
9817,3.1256
9818,3.1257
9819,3.1258
9820,3.1255
9821,3.1255
9822,3.1256
9823,3.1257
9824,3.1254
9825,3.1255
9826,3.1256
9827,3.1257
9828,3.1254
9829,3.1254
9830,3.1255
9831,3.1256
9832,3.1257
9833,3.1258
9834,3.1255
9835,3.1256
9836,3.1257
9837,3.1257
9838,3.1258
9839,3.1255
9840,3.1256
9841,3.1257
9842,3.1258
9843,3.1255
9844,3.1256
9845,3.1256
9846,3.1257
9847,3.1258
9848,3.1259
9849,3.1256
9850,3.1257
9851,3.1258
9852,3.1259
9853,3.1260
9854,3.1260
9855,3.1261
9856,3.1262
9857,3.1259
9858,3.1256
9859,3.1257
9860,3.1258
9861,3.1258
9862,3.1259
9863,3.1260
9864,3.1261
9865,3.1262
9866,3.1259
9867,3.1260
9868,3.1261
9869,3.1262
9870,3.1258
9871,3.1259
9872,3.1260
9873,3.1261
9874,3.1262
9875,3.1259
9876,3.1260
9877,3.1261
9878,3.1261
9879,3.1262
9880,3.1259
9881,3.1260
9882,3.1261
9883,3.1262
9884,3.1263
9885,3.1264
9886,3.1264
9887,3.1261
9888,3.1262
9889,3.1263
9890,3.1264
9891,3.1261
9892,3.1258
9893,3.1254
9894,3.1251
9895,3.1252
9896,3.1249
9897,3.1250
9898,3.1247
9899,3.1244
9900,3.1244
9901,3.1241
9902,3.1242
9903,3.1239
9904,3.1236
9905,3.1237
9906,3.1238
9907,3.1239
9908,3.1235
9909,3.1236
9910,3.1237
9911,3.1238
9912,3.1239
9913,3.1240
9914,3.1241
9915,3.1242
9916,3.1242
9917,3.1243
9918,3.1240
9919,3.1237
9920,3.1238
9921,3.1239
9922,3.1240
9923,3.1241
9924,3.1241
9925,3.1242
9926,3.1239
9927,3.1240
9928,3.1237
9929,3.1238
9930,3.1235
9931,3.1231
9932,3.1232
9933,3.1229
9934,3.1226
9935,3.1223
9936,3.1224
9937,3.1225
9938,3.1222
9939,3.1222
9940,3.1223
9941,3.1224
9942,3.1225
9943,3.1226
9944,3.1227
9945,3.1228
9946,3.1225
9947,3.1225
9948,3.1222
9949,3.1223
9950,3.1224
9951,3.1221
9952,3.1222
9953,3.1223
9954,3.1224
9955,3.1225
9956,3.1221
9957,3.1222
9958,3.1223
9959,3.1220
9960,3.1221
9961,3.1222
9962,3.1223
9963,3.1220
9964,3.1220
9965,3.1221
9966,3.1218
9967,3.1219
9968,3.1220
9969,3.1221
9970,3.1222
9971,3.1219
9972,3.1215
9973,3.1212
9974,3.1213
9975,3.1210
9976,3.1207
9977,3.1208
9978,3.1209
9979,3.1210
9980,3.1210
9981,3.1211
9982,3.1212
9983,3.1209
9984,3.1210
9985,3.1211
9986,3.1212
9987,3.1213
9988,3.1213
9989,3.1214
9990,3.1211
9991,3.1212
9992,3.1213
9993,3.1210
9994,3.1211
9995,3.1212
9996,3.1212
9997,3.1213
9998,3.1214
9999,3.1215
10000,3.1212
10001,3.1213
10002,3.1214
10003,3.1211
10004,3.1212
10005,3.1212
10006,3.1213
10007,3.1210
10008,3.1207
10009,3.1208
10010,3.1209
10011,3.1210
10012,3.1207
10013,3.1203
10014,3.1204
10015,3.1205
10016,3.1206
10017,3.1207
10018,3.1208
10019,3.1209
10020,3.1206
10021,3.1206
10022,3.1203
10023,3.1204
10024,3.1205
10025,3.1206
10026,3.1207
10027,3.1208
10028,3.1205
10029,3.1206
10030,3.1206
10031,3.1207
10032,3.1208
10033,3.1209
10034,3.1210
10035,3.1211
10036,3.1212
10037,3.1213
10038,3.1209
10039,3.1210
10040,3.1211
10041,3.1212
10042,3.1213
10043,3.1214
10044,3.1211
10045,3.1212
10046,3.1212
10047,3.1213
10048,3.1210
10049,3.1207
10050,3.1208
10051,3.1209
10052,3.1206
10053,3.1203
10054,3.1204
10055,3.1204
10056,3.1205
10057,3.1206
10058,3.1203
10059,3.1204
10060,3.1205
10061,3.1206
10062,3.1207
10063,3.1207
10064,3.1204
10065,3.1205
10066,3.1206
10067,3.1207
10068,3.1208
10069,3.1209
10070,3.1210
10071,3.1210
10072,3.1211
10073,3.1208
10074,3.1209
10075,3.1210
10076,3.1207
10077,3.1208
10078,3.1209
10079,3.1209
10080,3.1210
10081,3.1211
10082,3.1212
10083,3.1209
10084,3.1206
10085,3.1203
10086,3.1204
10087,3.1205
10088,3.1205
10089,3.1206
10090,3.1207
10091,3.1208
10092,3.1209
10093,3.1210
10094,3.1211
10095,3.1208
10096,3.1208
10097,3.1205
10098,3.1206
10099,3.1207
10100,3.1208
10101,3.1205
10102,3.1206
10103,3.1207
10104,3.1207
10105,3.1208
10106,3.1209
10107,3.1210
10108,3.1211
10109,3.1212
10110,3.1213
10111,3.1214
10112,3.1214
10113,3.1215
10114,3.1216
10115,3.1217
10116,3.1218
10117,3.1215
10118,3.1216
10119,3.1217
10120,3.1213
10121,3.1210
10122,3.1211
10123,3.1212
10124,3.1213
10125,3.1214
10126,3.1215
10127,3.1216
10128,3.1212
10129,3.1213
10130,3.1214
10131,3.1215
10132,3.1212
10133,3.1213
10134,3.1214
10135,3.1211
10136,3.1208
10137,3.1204
10138,3.1205
10139,3.1206
10140,3.1207
10141,3.1204
10142,3.1201
10143,3.1202
10144,3.1203
10145,3.1200
10146,3.1200
10147,3.1201
10148,3.1198
10149,3.1199
10150,3.1200
10151,3.1201
10152,3.1202
10153,3.1203
10154,3.1203
10155,3.1200
10156,3.1201
10157,3.1202
10158,3.1199
10159,3.1200
10160,3.1201
10161,3.1198
10162,3.1199
10163,3.1196
10164,3.1196
10165,3.1197
10166,3.1198
10167,3.1199
10168,3.1200
10169,3.1197
10170,3.1198
10171,3.1199
10172,3.1199
10173,3.1200
10174,3.1201
10175,3.1202
10176,3.1203
10177,3.1204
10178,3.1205
10179,3.1205
10180,3.1202
10181,3.1203
10182,3.1204
10183,3.1205
10184,3.1206
10185,3.1207
10186,3.1208
10187,3.1204
10188,3.1205
10189,3.1206
10190,3.1207
10191,3.1208
10192,3.1205
10193,3.1206
10194,3.1207
10195,3.1207
10196,3.1208
10197,3.1209
10198,3.1210
10199,3.1211
10200,3.1212
10201,3.1213
10202,3.1213
10203,3.1210
10204,3.1211
10205,3.1208
10206,3.1209
10207,3.1210
10208,3.1211
10209,3.1208
10210,3.1209
10211,3.1209
10212,3.1210
10213,3.1211
10214,3.1212
10215,3.1213
10216,3.1214
10217,3.1215
10218,3.1216
10219,3.1216
10220,3.1217
10221,3.1218
10222,3.1219
10223,3.1220
10224,3.1217
10225,3.1214
10226,3.1215
10227,3.1215
10228,3.1216
10229,3.1217
10230,3.1218
10231,3.1219
10232,3.1220
10233,3.1217
10234,3.1218
10235,3.1214
10236,3.1215
10237,3.1216
10238,3.1217
10239,3.1218
10240,3.1219
10241,3.1220
10242,3.1220
10243,3.1221
10244,3.1218
10245,3.1219
10246,3.1220
10247,3.1221
10248,3.1222
10249,3.1223
10250,3.1223
10251,3.1224
10252,3.1225
10253,3.1222
10254,3.1223
10255,3.1224
10256,3.1225
10257,3.1226
10258,3.1226
10259,3.1227
10260,3.1228
10261,3.1229
10262,3.1230
10263,3.1231
10264,3.1228
10265,3.1228
10266,3.1229
10267,3.1230
10268,3.1227
10269,3.1228
10270,3.1229
10271,3.1230
10272,3.1231
10273,3.1231
10274,3.1232
10275,3.1233
10276,3.1234
10277,3.1235
10278,3.1236
10279,3.1233
10280,3.1233
10281,3.1234
10282,3.1235
10283,3.1236
10284,3.1233
10285,3.1234
10286,3.1231
10287,3.1228
10288,3.1229
10289,3.1229
10290,3.1226
10291,3.1223
10292,3.1224
10293,3.1221
10294,3.1218
10295,3.1219
10296,3.1220
10297,3.1221
10298,3.1222
10299,3.1222
10300,3.1223
10301,3.1224
10302,3.1225
10303,3.1222
10304,3.1223
10305,3.1224
10306,3.1225
10307,3.1225
10308,3.1226
10309,3.1223
10310,3.1224
10311,3.1225
10312,3.1226
10313,3.1227
10314,3.1227
10315,3.1228
10316,3.1225
10317,3.1226
10318,3.1223
10319,3.1220
10320,3.1221
10321,3.1222
10322,3.1223
10323,3.1223
10324,3.1220
10325,3.1221
10326,3.1222
10327,3.1223
10328,3.1220
10329,3.1221
10330,3.1218
10331,3.1215
10332,3.1216
10333,3.1216
10334,3.1217
10335,3.1218
10336,3.1219
10337,3.1220
10338,3.1221
10339,3.1222
10340,3.1219
10341,3.1219
10342,3.1216
10343,3.1213
10344,3.1214
10345,3.1211
10346,3.1212
10347,3.1209
10348,3.1210
10349,3.1211
10350,3.1212
10351,3.1212
10352,3.1213
10353,3.1214
10354,3.1215
10355,3.1216
10356,3.1213
10357,3.1214
10358,3.1215
10359,3.1215
10360,3.1212
10361,3.1213
10362,3.1210
10363,3.1211
10364,3.1212
10365,3.1213
10366,3.1214
10367,3.1214
10368,3.1215
10369,3.1216
10370,3.1217
10371,3.1218
10372,3.1215
10373,3.1212
10374,3.1209
10375,3.1210
10376,3.1210
10377,3.1211
10378,3.1212
10379,3.1213
10380,3.1214
10381,3.1215
10382,3.1216
10383,3.1216
10384,3.1217
10385,3.1218
10386,3.1219
10387,3.1220
10388,3.1217
10389,3.1214
10390,3.1211
10391,3.1208
10392,3.1209
10393,3.1209
10394,3.1210
10395,3.1211
10396,3.1212
10397,3.1213
10398,3.1214
10399,3.1215
10400,3.1215
10401,3.1216
10402,3.1213
10403,3.1214
10404,3.1211
10405,3.1212
10406,3.1213
10407,3.1214
10408,3.1214
10409,3.1215
10410,3.1216
10411,3.1217
10412,3.1214
10413,3.1215
10414,3.1216
10415,3.1217
10416,3.1217
10417,3.1218
10418,3.1219
10419,3.1216
10420,3.1217
10421,3.1214
10422,3.1215
10423,3.1212
10424,3.1209
10425,3.1210
10426,3.1207
10427,3.1207
10428,3.1208
10429,3.1205
10430,3.1202
10431,3.1203
10432,3.1204
10433,3.1205
10434,3.1206
10435,3.1207
10436,3.1207
10437,3.1208
10438,3.1209
10439,3.1210
10440,3.1207
10441,3.1204
10442,3.1201
10443,3.1202
10444,3.1203
10445,3.1203
10446,3.1200
10447,3.1201
10448,3.1202
10449,3.1203
10450,3.1204
10451,3.1201
10452,3.1202
10453,3.1203
10454,3.1203
10455,3.1204
10456,3.1201
10457,3.1202
10458,3.1203
10459,3.1204
10460,3.1205
10461,3.1202
10462,3.1199
10463,3.1199
10464,3.1196
10465,3.1194
10466,3.1194
10467,3.1195
10468,3.1196
10469,3.1193
10470,3.1190
10471,3.1191
10472,3.1192
10473,3.1193
10474,3.1190
10475,3.1190
10476,3.1191
10477,3.1192
10478,3.1193
10479,3.1194
10480,3.1191
10481,3.1192
10482,3.1193
10483,3.1193
10484,3.1194
10485,3.1195
10486,3.1196
10487,3.1197
10488,3.1194
10489,3.1191
10490,3.1192
10491,3.1192
10492,3.1193
10493,3.1194
10494,3.1195
10495,3.1196
10496,3.1197
10497,3.1197
10498,3.1195
10499,3.1195
10500,3.1192
10501,3.1193
10502,3.1194
10503,3.1195
10504,3.1192
10505,3.1189
10506,3.1190
10507,3.1191
10508,3.1191
10509,3.1192
10510,3.1193
10511,3.1194
10512,3.1191
10513,3.1192
10514,3.1193
10515,3.1194
10516,3.1191
10517,3.1191
10518,3.1192
10519,3.1193
10520,3.1194
10521,3.1195
10522,3.1192
10523,3.1193
10524,3.1193
10525,3.1190
10526,3.1191
10527,3.1192
10528,3.1193
10529,3.1194
10530,3.1191
10531,3.1192
10532,3.1193
10533,3.1193
10534,3.1194
10535,3.1195
10536,3.1196
10537,3.1197
10538,3.1198
10539,3.1195
10540,3.1192
10541,3.1192
10542,3.1193
10543,3.1194
10544,3.1195
10545,3.1196
10546,3.1197
10547,3.1197
10548,3.1198
10549,3.1199
10550,3.1200
10551,3.1201
10552,3.1202
10553,3.1199
10554,3.1200
10555,3.1200
10556,3.1201
10557,3.1202
10558,3.1199
10559,3.1196
10560,3.1197
10561,3.1198
10562,3.1199
10563,3.1199
10564,3.1200
10565,3.1201
10566,3.1198
10567,3.1199
10568,3.1200
10569,3.1201
10570,3.1202
10571,3.1199
10572,3.1199
10573,3.1200
10574,3.1197
10575,3.1198
10576,3.1195
10577,3.1196
10578,3.1197
10579,3.1198
10580,3.1198
10581,3.1196
10582,3.1196
10583,3.1193
10584,3.1194
10585,3.1195
10586,3.1196
10587,3.1197
10588,3.1198
10589,3.1198
10590,3.1199
10591,3.1200
10592,3.1201
10593,3.1202
10594,3.1199
10595,3.1196
10596,3.1197
10597,3.1198
10598,3.1198
10599,3.1195
10600,3.1192
10601,3.1190
10602,3.1190
10603,3.1191
10604,3.1192
10605,3.1193
10606,3.1194
10607,3.1194
10608,3.1195
10609,3.1196
10610,3.1197
10611,3.1198
10612,3.1199
10613,3.1199
10614,3.1200
10615,3.1201
10616,3.1202
10617,3.1199
10618,3.1200
10619,3.1201
10620,3.1202
10621,3.1202
10622,3.1203
10623,3.1200
10624,3.1201
10625,3.1198
10626,3.1199
10627,3.1200
10628,3.1201
10629,3.1201
10630,3.1202
10631,3.1203
10632,3.1204
10633,3.1205
10634,3.1206
10635,3.1206
10636,3.1203
10637,3.1204
10638,3.1201
10639,3.1202
10640,3.1203
10641,3.1204
10642,3.1205
10643,3.1205
10644,3.1203
10645,3.1200
10646,3.1197
10647,3.1198
10648,3.1198
10649,3.1195
10650,3.1192
10651,3.1190
10652,3.1190
10653,3.1191
10654,3.1192
10655,3.1189
10656,3.1186
10657,3.1187
10658,3.1188
10659,3.1185
10660,3.1186
10661,3.1187
10662,3.1184
10663,3.1181
10664,3.1182
10665,3.1182
10666,3.1183
10667,3.1184
10668,3.1185
10669,3.1186
10670,3.1187
10671,3.1187
10672,3.1188
10673,3.1189
10674,3.1190
10675,3.1191
10676,3.1188
10677,3.1189
10678,3.1189
10679,3.1190
10680,3.1191
10681,3.1192
10682,3.1193
10683,3.1193
10684,3.1191
10685,3.1191
10686,3.1188
10687,3.1189
10688,3.1190
10689,3.1187
10690,3.1184
10691,3.1185
10692,3.1186
10693,3.1187
10694,3.1188
10695,3.1185
10696,3.1185
10697,3.1183
10698,3.1183
10699,3.1184
10700,3.1185
10701,3.1186
10702,3.1187
10703,3.1188
10704,3.1188
10705,3.1189
10706,3.1190
10707,3.1191
10708,3.1192
10709,3.1192
10710,3.1193
10711,3.1194
10712,3.1191
10713,3.1192
10714,3.1193
10715,3.1194
10716,3.1194
10717,3.1195
10718,3.1196
10719,3.1197
10720,3.1198
10721,3.1195
10722,3.1196
10723,3.1196
10724,3.1197
10725,3.1198
10726,3.1199
10727,3.1200
10728,3.1201
10729,3.1198
10730,3.1199
10731,3.1196
10732,3.1196
10733,3.1197
10734,3.1198
10735,3.1195
10736,3.1196
10737,3.1197
10738,3.1198
10739,3.1198
10740,3.1199
10741,3.1196
10742,3.1197
10743,3.1198
10744,3.1195
10745,3.1196
10746,3.1197
10747,3.1194
10748,3.1191
10749,3.1192
10750,3.1193
10751,3.1193
10752,3.1190
10753,3.1191
10754,3.1192
10755,3.1193
10756,3.1194
10757,3.1191
10758,3.1192
10759,3.1192
10760,3.1193
10761,3.1194
10762,3.1191
10763,3.1192
10764,3.1193
10765,3.1194
10766,3.1195
10767,3.1195
10768,3.1196
10769,3.1197
10770,3.1198
10771,3.1199
10772,3.1196
10773,3.1197
10774,3.1197
10775,3.1198
10776,3.1195
10777,3.1196
10778,3.1197
10779,3.1198
10780,3.1199
10781,3.1199
10782,3.1200
10783,3.1201
10784,3.1202
10785,3.1203
10786,3.1203
10787,3.1204
10788,3.1201
10789,3.1202
10790,3.1203
10791,3.1204
10792,3.1205
10793,3.1205
10794,3.1206
10795,3.1207
10796,3.1208
10797,3.1209
10798,3.1209
10799,3.1210
10800,3.1211
10801,3.1212
10802,3.1213
10803,3.1214
10804,3.1211
10805,3.1211
10806,3.1212
10807,3.1213
10808,3.1214
10809,3.1215
10810,3.1216
10811,3.1216
10812,3.1217
10813,3.1218
10814,3.1219
10815,3.1220
10816,3.1217
10817,3.1214
10818,3.1215
10819,3.1212
10820,3.1213
10821,3.1213
10822,3.1214
10823,3.1211
10824,3.1212
10825,3.1213
10826,3.1214
10827,3.1215
10828,3.1215
10829,3.1216
10830,3.1217
10831,3.1218
10832,3.1219
10833,3.1219
10834,3.1220
10835,3.1217
10836,3.1214
10837,3.1215
10838,3.1216
10839,3.1217
10840,3.1214
10841,3.1211
10842,3.1212
10843,3.1213
10844,3.1214
10845,3.1214
10846,3.1212
10847,3.1212
10848,3.1213
10849,3.1210
10850,3.1207
10851,3.1208
10852,3.1209
10853,3.1206
10854,3.1203
10855,3.1204
10856,3.1205
10857,3.1206
10858,3.1206
10859,3.1207
10860,3.1208
10861,3.1209
10862,3.1210
10863,3.1207
10864,3.1204
10865,3.1205
10866,3.1206
10867,3.1203
10868,3.1204
10869,3.1204
10870,3.1205
10871,3.1206
10872,3.1207
10873,3.1208
10874,3.1208
10875,3.1209
10876,3.1210
10877,3.1211
10878,3.1212
10879,3.1209
10880,3.1210
10881,3.1210
10882,3.1211
10883,3.1212
10884,3.1213
10885,3.1210
10886,3.1211
10887,3.1212
10888,3.1212
10889,3.1209
10890,3.1210
10891,3.1211
10892,3.1212
10893,3.1213
10894,3.1214
10895,3.1211
10896,3.1211
10897,3.1212
10898,3.1213
10899,3.1214
10900,3.1215
10901,3.1212
10902,3.1213
10903,3.1213
10904,3.1214
10905,3.1215
10906,3.1216
10907,3.1213
10908,3.1210
10909,3.1211
10910,3.1208
10911,3.1205
10912,3.1202
10913,3.1203
10914,3.1204
10915,3.1201
10916,3.1202
10917,3.1199
10918,3.1200
10919,3.1201
10920,3.1201
10921,3.1199
10922,3.1199
10923,3.1197
10924,3.1197
10925,3.1195
10926,3.1195
10927,3.1196
10928,3.1197
10929,3.1198
10930,3.1199
10931,3.1196
10932,3.1193
10933,3.1194
10934,3.1194
10935,3.1195
10936,3.1192
10937,3.1193
10938,3.1194
10939,3.1191
10940,3.1192
10941,3.1193
10942,3.1194
10943,3.1194
10944,3.1192
10945,3.1192
10946,3.1189
10947,3.1187
10948,3.1187
10949,3.1185
10950,3.1185
10951,3.1186
10952,3.1187
10953,3.1188
10954,3.1185
10955,3.1186
10956,3.1187
10957,3.1187
10958,3.1188
10959,3.1189
10960,3.1190
10961,3.1191
10962,3.1191
10963,3.1192
10964,3.1193
10965,3.1194
10966,3.1195
10967,3.1195
10968,3.1196
10969,3.1197
10970,3.1198
10971,3.1199
10972,3.1196
10973,3.1197
10974,3.1194
10975,3.1195
10976,3.1195
10977,3.1196
10978,3.1197
10979,3.1198
10980,3.1199
10981,3.1199
10982,3.1200
10983,3.1201
10984,3.1202
10985,3.1199
10986,3.1200
10987,3.1201
10988,3.1201
10989,3.1202
10990,3.1203
10991,3.1204
10992,3.1205
10993,3.1205
10994,3.1206
10995,3.1207
10996,3.1208
10997,3.1205
10998,3.1202
10999,3.1203
11000,3.1204
11001,3.1204
11002,3.1205
11003,3.1206
11004,3.1203
11005,3.1204
11006,3.1205
11007,3.1202
11008,3.1203
11009,3.1204
11010,3.1204
11011,3.1205
11012,3.1206
11013,3.1207
11014,3.1208
11015,3.1208
11016,3.1209
11017,3.1210
11018,3.1211
11019,3.1212
11020,3.1212
11021,3.1213
11022,3.1214
11023,3.1215
11024,3.1216
11025,3.1216
11026,3.1217
11027,3.1218
11028,3.1219
11029,3.1220
11030,3.1217
11031,3.1214
11032,3.1215
11033,3.1215
11034,3.1216
11035,3.1217
11036,3.1218
11037,3.1219
11038,3.1219
11039,3.1220
11040,3.1217
11041,3.1218
11042,3.1219
11043,3.1220
11044,3.1217
11045,3.1218
11046,3.1219
11047,3.1219
11048,3.1220
11049,3.1221
11050,3.1222
11051,3.1223
11052,3.1223
11053,3.1224
11054,3.1225
11055,3.1226
11056,3.1226
11057,3.1227
11058,3.1228
11059,3.1229
11060,3.1230
11061,3.1227
11062,3.1224
11063,3.1225
11064,3.1226
11065,3.1223
11066,3.1224
11067,3.1224
11068,3.1225
11069,3.1226
11070,3.1227
11071,3.1224
11072,3.1225
11073,3.1226
11074,3.1226
11075,3.1227
11076,3.1228
11077,3.1225
11078,3.1226
11079,3.1227
11080,3.1227
11081,3.1228
11082,3.1225
11083,3.1226
11084,3.1223
11085,3.1224
11086,3.1221
11087,3.1219
11088,3.1219
11089,3.1220
11090,3.1221
11091,3.1218
11092,3.1219
11093,3.1220
11094,3.1220
11095,3.1221
11096,3.1222
11097,3.1223
11098,3.1224
11099,3.1224
11100,3.1225
11101,3.1222
11102,3.1223
11103,3.1220
11104,3.1218
11105,3.1218
11106,3.1219
11107,3.1216
11108,3.1217
11109,3.1214
11110,3.1215
11111,3.1216
11112,3.1213
11113,3.1210
11114,3.1211
11115,3.1208
11116,3.1209
11117,3.1210
11118,3.1211
11119,3.1211
11120,3.1212
11121,3.1213
11122,3.1214
11123,3.1215
11124,3.1212
11125,3.1213
11126,3.1213
11127,3.1214
11128,3.1215
11129,3.1216
11130,3.1217
11131,3.1217
11132,3.1218
11133,3.1219
11134,3.1220
11135,3.1220
11136,3.1221
11137,3.1222
11138,3.1223
11139,3.1224
11140,3.1224
11141,3.1225
11142,3.1226
11143,3.1227
11144,3.1228
11145,3.1228
11146,3.1226
11147,3.1226
11148,3.1227
11149,3.1228
11150,3.1229
11151,3.1226
11152,3.1227
11153,3.1227
11154,3.1225
11155,3.1222
11156,3.1219
11157,3.1220
11158,3.1217
11159,3.1218
11160,3.1219
11161,3.1219
11162,3.1220
11163,3.1221
11164,3.1222
11165,3.1219
11166,3.1216
11167,3.1217
11168,3.1218
11169,3.1219
11170,3.1216
11171,3.1217
11172,3.1217
11173,3.1218
11174,3.1219
11175,3.1220
11176,3.1220
11177,3.1221
11178,3.1222
11179,3.1223
11180,3.1224
11181,3.1224
11182,3.1225
11183,3.1226
11184,3.1227
11185,3.1228
11186,3.1225
11187,3.1222
11188,3.1223
11189,3.1224
11190,3.1224
11191,3.1225
11192,3.1222
11193,3.1223
11194,3.1224
11195,3.1221
11196,3.1222
11197,3.1223
11198,3.1223
11199,3.1224
11200,3.1225
11201,3.1226
11202,3.1227
11203,3.1227
11204,3.1228
11205,3.1229
11206,3.1230
11207,3.1227
11208,3.1228
11209,3.1225
11210,3.1226
11211,3.1226
11212,3.1227
11213,3.1228
11214,3.1229
11215,3.1226
11216,3.1223
11217,3.1224
11218,3.1225
11219,3.1226
11220,3.1226
11221,3.1227
11222,3.1228
11223,3.1229
11224,3.1230
11225,3.1230
11226,3.1231
11227,3.1232
11228,3.1233
11229,3.1233
11230,3.1231
11231,3.1231
11232,3.1232
11233,3.1233
11234,3.1234
11235,3.1235
11236,3.1235
11237,3.1233
11238,3.1230
11239,3.1231
11240,3.1231
11241,3.1232
11242,3.1233
11243,3.1234
11244,3.1234
11245,3.1232
11246,3.1232
11247,3.1233
11248,3.1234
11249,3.1235
11250,3.1236
11251,3.1233
11252,3.1234
11253,3.1234
11254,3.1235
11255,3.1236
11256,3.1237
11257,3.1237
11258,3.1238
11259,3.1239
11260,3.1240
11261,3.1241
11262,3.1238
11263,3.1239
11264,3.1239
11265,3.1240
11266,3.1241
11267,3.1242
11268,3.1242
11269,3.1243
11270,3.1244
11271,3.1245
11272,3.1246
11273,3.1246
11274,3.1244
11275,3.1244
11276,3.1242
11277,3.1242
11278,3.1243
11279,3.1244
11280,3.1241
11281,3.1242
11282,3.1239
11283,3.1240
11284,3.1237
11285,3.1234
11286,3.1235
11287,3.1232
11288,3.1233
11289,3.1234
11290,3.1235
11291,3.1235
11292,3.1236
